ip,state,whois_country,whois_info,shodan_country,shodan_os,shodan_vulns,shodan_bluekeep,,scan patched,scan vulnerable,offline,
34.214.188.179,vulnerable,US,AT-88-Z,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
27.50.168.150,vulnerable,CN,AQIDC,CN,,,FALSE,,,,,
14.116.193.51,patched,CN,CHINANET-GD,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
193.112.90.11,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
168.255.35.211,offline,MX,,,,,FALSE,,,,,
39.99.160.157,patched,CN,Cloud-Sense_DHCP,,,,FALSE,,,,,
144.91.67.181,offline,DE,CONTABO,US,Windows Server 2008 R2 Datacenter 7601 Service Pack 1,,FALSE,,,,,
185.100.80.12,vulnerable,IT,REALCOMM,IT,,[u'CVE-2019-0708'],TRUE,,,,,
140.130.12.18,patched,TW,TANET-BNETA,TW,Windows XP,"[u'CVE-2008-2939', u'CVE-2010-0408', u'CVE-2008-2364', u'CVE-2010-0425', u'CVE-2018-1312', u'CVE-2011-3368', u'CVE-2009-2699', u'CVE-2011-3348', u'CVE-2012-3499', u'CVE-2012-4558', u'CVE-2011-3607', u'CVE-2016-8612', u'CVE-2016-4975', u'CVE-2011-4317', u'CVE-2013-6438', u'CVE-2012-2687', u'CVE-2017-7679', u'CVE-2011-4415', u'CVE-2012-0031', u'CVE-2019-0708', u'CVE-2009-1890', u'CVE-2009-1891', u'CVE-2013-2249', u'CVE-2010-0434', u'CVE-2010-1452', u'CVE-2013-1896', u'CVE-2012-0053', u'CVE-2012-0883', u'CVE-2007-6750', u'CVE-2011-3639', u'CVE-2011-0419', u'CVE-2014-0231', u'CVE-2013-1862', u'CVE-2014-0098', u'CVE-2009-1195', u'CVE-2011-3192']",TRUE,,,,,
39.105.89.101,patched,CN,ALISOFT,CN,,"[u'CVE-2017-7679', u'CVE-2017-9798', u'CVE-2018-1312', u'CVE-2018-1333', u'CVE-2018-11763', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2017-7668', u'CVE-2017-15715', u'CVE-2016-5387', u'CVE-2018-17199', u'CVE-2017-9788', u'CVE-2017-3167', u'CVE-2016-0736', u'CVE-2017-3169', u'CVE-2016-2161', u'CVE-2019-0220', u'CVE-2016-4975', u'CVE-2018-1283', u'CVE-2016-8740', u'CVE-2016-8743']",FALSE,,,,,
121.40.152.27,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
129.146.85.69,patched,US,OPC1,US,,,FALSE,,,,,
118.178.227.181,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
177.86.233.51,offline,BR,198969,BR,,"[u'CVE-2010-2068', u'CVE-2011-4317', u'CVE-2017-7679', u'CVE-2018-1312', u'CVE-2011-3368', u'CVE-2011-3348', u'CVE-2012-3499', u'CVE-2012-4558', u'CVE-2013-1896', u'CVE-2016-8612', u'CVE-2016-4975', u'CVE-2012-4557', u'CVE-2017-7668', u'CVE-2013-6438', u'CVE-2012-2687', u'CVE-2011-4415', u'CVE-2012-0031', u'CVE-2013-2249', u'CVE-2010-1452', u'CVE-2011-3607', u'CVE-2017-3167', u'CVE-2012-0053', u'CVE-2012-0883', u'CVE-2017-3169', u'CVE-2011-3639', u'CVE-2011-0419', u'CVE-2014-0231', u'CVE-2013-1862', u'CVE-2014-0098', u'CVE-2011-3192']",FALSE,,,,,
203.192.233.27,patched,IN,Onebroadband,IN,,,FALSE,,,,,
50.52.231.202,vulnerable,US,FRONTIER-COMMUNICATIONS,US,,,FALSE,,,,,
2.45.136.97,patched,IT,VODAFONE-IT-21,IT,,,FALSE,,,,,
13.70.185.39,offline,US,MSFT,AU,,,FALSE,,,,,
163.20.165.200,patched,TW,TANET-B,TW,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
187.150.30.21,vulnerable,MX,,MX,,"[u'CVE-2008-1446', u'CVE-2009-2521', u'CVE-2010-1899', u'CVE-2009-3555', u'CVE-2008-0074', u'CVE-2010-1256']",FALSE,,,,,
39.98.117.55,patched,CN,Cloud-Sense_DHCP,,,,FALSE,,,,,
168.255.184.167,offline,MX,,,,,FALSE,,,,,
46.163.106.57,vulnerable,DE,DE-HE-WVPS-46-163-104-NET,DE,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
80.250.164.61,vulnerable,RU,MIIGAIK-NET,RU,,"[u'CVE-2019-0220', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2018-1302', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2018-1301', u'CVE-2018-1283', u'CVE-2018-1303', u'CVE-2017-15715', u'CVE-2018-1333', u'CVE-2018-17199', u'CVE-2018-11763', u'CVE-2018-1312']",FALSE,,,,,
119.23.216.33,patched,CN,ALISOFT,CN,,,FALSE,,,,,
203.57.46.111,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
81.46.213.126,patched,ES,ACENS-VCL-TP-3,ES,,,FALSE,,,,,
49.232.89.142,vulnerable,CN,TencentCloud,,,,FALSE,,,,,
186.29.70.5,vulnerable,CO,,CO,,,FALSE,,,,,
168.255.159.1,offline,MX,,,,,FALSE,,,,,
81.248.140.150,vulnerable,FR,IP2000-ADSL-BAS,GP,,,FALSE,,,,,
85.17.244.140,vulnerable,NL,LEASEWEB,NL,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
209.195.4.88,vulnerable,US,COLOBLOX-209-195,US,,,FALSE,,,,,
106.53.4.147,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
103.238.224.190,vulnerable,HK,WENJING-HK,HK,,"[u'CVE-2010-1899', u'CVE-2019-0708', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
14.18.54.7,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
213.148.85.213,offline,TR,TR-TEBWEB3,,,,FALSE,,,,,
40.86.164.46,vulnerable,US,MSFT,US,,,FALSE,,,,,
49.234.85.71,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
63.127.224.211,offline,US,UU-63-127-224-D4,,,,FALSE,,,,,
195.101.4.98,vulnerable,FR,FR-AMBASSADE-TURQUIE--LB_INTERNET,FR,,,FALSE,,,,,
168.255.233.28,offline,MX,,,,,FALSE,,,,,
97.78.179.58,patched,US,NET-97-78-160-0-1,US,,"[u'CVE-2006-4924', u'CVE-2011-5000', u'CVE-2008-3234', u'CVE-2014-1692', u'CVE-2010-5107', u'CVE-2007-4752', u'CVE-2017-15906', u'CVE-2007-2243', u'CVE-2008-3259', u'CVE-2016-10708', u'CVE-2006-5051', u'CVE-2011-4327', u'CVE-2010-4755', u'CVE-2006-5052', u'CVE-2008-4109', u'CVE-2010-4478', u'CVE-2005-2797', u'CVE-2012-0814']",FALSE,,,,,
199.244.252.28,vulnerable,US,INAP-DAL006-OPENCIRCLE-53177,,,,FALSE,,,,,
62.234.201.205,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
222.73.37.240,offline,CN,CHINANET-SH,,,,FALSE,,,,,
139.224.229.70,patched,CN,ALISOFT,CN,,,FALSE,,,,,
129.204.93.132,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
39.108.248.146,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2017-7679', u'CVE-2017-9798', u'CVE-2018-1312', u'CVE-2018-1333', u'CVE-2018-11763', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2017-7668', u'CVE-2017-15715', u'CVE-2016-5387', u'CVE-2018-17199', u'CVE-2017-9788', u'CVE-2017-3167', u'CVE-2016-0736', u'CVE-2017-3169', u'CVE-2016-2161', u'CVE-2019-0220', u'CVE-2016-4975', u'CVE-2018-1283', u'CVE-2016-8740', u'CVE-2016-8743']",FALSE,,,,,
121.40.96.29,patched,CN,ALISOFT,,,,FALSE,,,,,
46.33.167.64,offline,FR,HOSTING-CLIENT1,FR,,,FALSE,,,,,
46.48.76.202,patched,RU,MIRALOGIC-NET,RU,,"[u'CVE-2008-2939', u'CVE-2011-4317', u'CVE-2008-2364', u'CVE-2010-0425', u'CVE-2010-1256', u'CVE-2011-3368', u'CVE-2011-3348', u'CVE-2010-1899', u'CVE-2011-3607', u'CVE-2016-8612', u'CVE-2009-3094', u'CVE-2010-3972', u'CVE-2013-6438', u'CVE-2011-4415', u'CVE-2012-0031', u'CVE-2010-2730', u'CVE-2013-2249', u'CVE-2012-0883', u'CVE-2007-6750', u'CVE-2011-3639', u'CVE-2011-0419', u'CVE-2014-0098', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2011-3192']",FALSE,,,,,
177.139.160.50,offline,BR,181087,BR,,[u'CVE-2019-0708'],TRUE,,,,,
223.240.80.150,patched,CN,CHINANET-AH,CN,,,FALSE,,,,,
198.0.34.201,vulnerable,US,CBC-OREGON-23,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'MS15-034', u'CVE-2015-1635', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
200.170.224.141,vulnerable,BR,11124,BR,,[u'CVE-2019-0708'],TRUE,,,,,
178.77.71.19,patched,DE,DE-HE-LVPS-CGN3-NET,DE,,"[u'CVE-2017-15710', u'CVE-2016-8612', u'CVE-2017-7679', u'CVE-2019-0220', u'CVE-2017-9788', u'CVE-2016-0736', u'CVE-2014-3583', u'CVE-2014-8109', u'CVE-2018-1283', u'CVE-2015-3185', u'CVE-2015-3184', u'CVE-2017-3167', u'CVE-2017-9798', u'CVE-2016-8743', u'CVE-2017-7668', u'CVE-2017-3169', u'CVE-2016-4975', u'CVE-2018-1312', u'CVE-2018-17199', u'CVE-2016-2161', u'CVE-2017-15715']",FALSE,,,,,
223.247.187.246,patched,CN,CHINANET-AH,,,,FALSE,,,,,
160.202.47.48,offline,HK,SAITEIDCLIMITED-HK,,,,FALSE,,,,,
31.3.103.124,vulnerable,NL,XLIS-VPS36,NL,Windows Server 2008 R2 Standard 7601 Service Pack 1,,FALSE,,,,,
80.73.213.51,offline,FK,BB-Dynamic,FK,,,FALSE,,,,,
211.159.159.9,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
193.165.13.91,vulnerable,CZ,PODA-STATIC-ID3248819456-NET,CZ,,,FALSE,,,,,
212.170.172.3,offline,ES,RIMA,ES,,,FALSE,,,,,
122.51.43.229,vulnerable,CN,hitiit,CN,,,FALSE,,,,,
47.99.60.107,patched,CN,ALISOFT,CN,,,FALSE,,,,,
140.246.8.37,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
47.111.85.121,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
39.96.60.187,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
103.200.116.24,patched,HK,CBIIL-HK,HK,,[u'CVE-2019-0708'],TRUE,,,,,
219.153.12.15,vulnerable,CN,CHINANET-CQ,CN,,,FALSE,,,,,
163.13.132.121,vulnerable,TW,TANET-B,TW,,,FALSE,,,,,
140.246.54.155,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
191.13.60.187,patched,BR,341048,,,,FALSE,,,,,
223.71.239.146,offline,CN,CMNET,CN,,,FALSE,,,,,
47.105.103.222,patched,CN,ALISOFT,CN,,,FALSE,,,,,
194.157.186.34,patched,FI,FI-ELISA-950426,FI,Windows Server 2008 R2 Standard 7601 Service Pack 1,,FALSE,,,,,
188.131.175.107,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
185.49.104.50,offline,IR,AFRARASA,IR,,[u'CVE-2019-0708'],TRUE,,,,,
121.204.163.90,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
52.68.66.200,vulnerable,US,AMAZON-NRT1,JP,,"[u'CVE-2010-1899', u'CVE-2019-0708', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
212.237.4.87,vulnerable,IT,ARUBA-NET,,,,FALSE,,,,,
140.246.5.222,patched,CN,CHINANET-SD,,,,FALSE,,,,,
51.148.114.145,vulnerable,GB,ZEN20180418-NOC-SIMPOLOGY-UK-LIMITED,GB,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
134.175.45.210,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
140.246.11.162,vulnerable,CN,CHINANET-SD,CN,,[u'CVE-2019-0708'],TRUE,,,,,
47.104.219.217,patched,CN,ALISOFT,,,,FALSE,,,,,
106.54.246.167,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
82.80.253.232,vulnerable,IL,BEZEQINT-HOSTING,IL,,,FALSE,,,,,
218.8.248.227,patched,CN,UNICOM-HL,,,,FALSE,,,,,
13.233.118.9,vulnerable,US,AMAZON-BOM,IN,,,FALSE,,,,,
101.91.203.107,patched,CN,CHINANET-SH,,,,FALSE,,,,,
213.96.253.22,vulnerable,ES,RIMA,ES,,,FALSE,,,,,
125.124.83.220,patched,CN,CHINANET-ZJ-SX,CN,,,FALSE,,,,,
106.54.60.220,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
195.41.222.234,offline,DK,RECOMMENDED-NET,DK,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
67.99.163.13,patched,US,BRW-7626-NYSERNET,US,,"[u'CVE-2010-2068', u'CVE-2011-4317', u'CVE-2017-7679', u'CVE-2018-1312', u'CVE-2011-3368', u'CVE-2011-3348', u'CVE-2012-3499', u'CVE-2012-4558', u'CVE-2013-1896', u'CVE-2016-8612', u'CVE-2016-4975', u'CVE-2012-4557', u'CVE-2017-7668', u'CVE-2013-6438', u'CVE-2012-2687', u'CVE-2011-4415', u'CVE-2012-0031', u'CVE-2013-2249', u'CVE-2010-1452', u'CVE-2011-3607', u'CVE-2017-3167', u'CVE-2012-0053', u'CVE-2012-0883', u'CVE-2017-3169', u'CVE-2011-3639', u'CVE-2011-0419', u'CVE-2014-0231', u'CVE-2013-1862', u'CVE-2014-0098', u'CVE-2011-3192']",FALSE,,,,,
132.232.42.186,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
85.104.58.240,patched,TR,TurkTelekom,,,,FALSE,,,,,
118.89.110.133,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
168.255.206.149,offline,MX,,,,,FALSE,,,,,
213.148.87.169,offline,TR,TR-TEBWEB3,,,,FALSE,,,,,
139.159.244.149,vulnerable,CN,HWCSNET,,,,FALSE,,,,,
80.11.156.10,offline,FR,IP2000-ADSL-BAS,FR,,,FALSE,,,,,
75.86.221.125,offline,US,RRWE,US,,,FALSE,,,,,
139.224.61.111,patched,CN,ALISOFT,,,,FALSE,,,,,
47.56.97.112,patched,US,ALICLOUD-HK,US,,"[u'CVE-2018-15919', u'CVE-2017-15906']",FALSE,,,,,
173.197.13.20,vulnerable,US,NET-173-197-13-16-1,,,,FALSE,,,,,
140.143.145.105,patched,CN,TencentCloud,,,,FALSE,,,,,
148.70.162.172,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
125.74.48.154,patched,CN,CHINANET-GS,CN,,,FALSE,,,,,
200.68.67.84,patched,AR,,AR,,,FALSE,,,,,
201.42.169.212,vulnerable,BR,61539,BR,,,FALSE,,,,,
210.211.24.234,offline,TW,WELLPOWER-TW,TW,,,FALSE,,,,,
39.107.71.154,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
96.230.255.203,vulnerable,US,VIS-BLOCK,US,,,FALSE,,,,,
94.246.181.39,offline,PL,YOYPL-NET,,,,FALSE,,,,,
123.206.210.167,vulnerable,CN,TencentCloud,,,,FALSE,,,,,
187.160.249.194,vulnerable,MX,,MX,,[u'CVE-2019-0708'],TRUE,,,,,
203.57.109.57,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
148.255.250.233,vulnerable,DO,,DO,,,FALSE,,,,,
39.100.24.43,patched,CN,ALISOFT,CN,,,FALSE,,,,,
121.11.114.39,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
103.31.250.196,vulnerable,ID,ARGON-ID,ID,,[u'CVE-2019-0708'],TRUE,,,,,
47.52.70.70,vulnerable,US,ALICLOUD-HK,HK,,,FALSE,,,,,
212.129.19.168,vulnerable,FR,Online,FR,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
39.96.30.99,patched,CN,ALISOFT,CN,,,FALSE,,,,,
182.61.163.5,patched,CN,Baidu,CN,,,FALSE,,,,,
139.224.104.123,patched,CN,ALISOFT,,,,FALSE,,,,,
125.6.188.222,offline,JP,TECHORUS,,,,FALSE,,,,,
140.246.103.207,patched,CN,CHINANET-SD,,,,FALSE,,,,,
221.133.33.106,vulnerable,MY,MYLYNX-MVC,MY,,,FALSE,,,,,
125.111.145.172,offline,CN,CHINANET-ZJ-NB,CN,,,FALSE,,,,,
180.250.80.140,vulnerable,ID,TLKM_D2_ASTINET_180_CUSTOMER,ID,,,FALSE,,,,,
95.110.232.171,vulnerable,IT,ARUBA-NET,,,,FALSE,,,,,
218.205.105.75,vulnerable,CN,CMNET-zhejiang,,,,FALSE,,,,,
66.42.70.53,vulnerable,US,NET-66-42-70-0-23,,,,FALSE,,,,,
185.132.178.165,vulnerable,NL,WORLDSTREAM,NL,,[u'CVE-2019-0708'],TRUE,,,,,
71.83.49.188,vulnerable,US,OXF-MA-71-83-48,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
120.79.68.9,vulnerable,CN,ALISOFT,,,,FALSE,,,,,
216.128.11.36,vulnerable,US,CBEYOND,US,,"[u'CVE-2018-10549', u'CVE-2014-5459', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2019-9641', u'CVE-2019-9024', u'CVE-2018-15132', u'CVE-2010-1256', u'CVE-2018-17082', u'CVE-2014-4721', u'CVE-2013-4248', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2016-7478', u'CVE-2012-2311', u'CVE-2012-2143', u'CVE-2012-2336', u'CVE-2014-2497', u'CVE-2012-1171', u'CVE-2012-0831', u'CVE-2013-4635', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2010-3972', u'CVE-2012-2688', u'CVE-2013-1635', u'CVE-2015-8994', u'CVE-2017-16642', u'CVE-2013-2110', u'CVE-2018-20783', u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2018-14883', u'CVE-2011-1398', u'CVE-2018-19395', u'CVE-2019-6977', u'CVE-2012-2386', u'CVE-2012-3450', u'CVE-2011-4718', u'CVE-2018-10548', u'CVE-2012-1172', u'CVE-2012-6113', u'CVE-2014-0237', u'CVE-2012-1823', u'CVE-2018-19935', u'CVE-2019-9637', u'CVE-2014-9427', u'CVE-2013-4113', u'CVE-2014-0238', u'CVE-2013-1824', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2012-3365', u'CVE-2013-6420', u'CVE-2013-1643']",FALSE,,,,,
27.155.85.64,patched,CN,CHINANET-FJ,,,,FALSE,,,,,
46.33.162.48,offline,FR,HOSTING-CLIENT1,FR,,,FALSE,,,,,
95.84.192.201,patched,RU,NCN-BBCUST,RU,,,FALSE,,,,,
208.117.44.159,vulnerable,US,STEADFAST-5,US,,,FALSE,,,,,
218.17.167.225,vulnerable,CN,CHINANET-GD,CN,,,FALSE,,,,,
218.205.107.124,vulnerable,CN,CMNET-zhejiang,CN,,,FALSE,,,,,
94.199.203.197,vulnerable,TR,TURHOST-NET,TR,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
106.15.178.74,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
121.41.95.111,patched,CN,ALISOFT,CN,,"[u'CVE-2010-2068', u'CVE-2010-0408', u'CVE-2017-7679', u'CVE-2010-0425', u'CVE-2018-1312', u'CVE-2011-3368', u'CVE-2009-2699', u'CVE-2011-3348', u'CVE-2012-3499', u'CVE-2012-4558', u'CVE-2011-3607', u'CVE-2016-8612', u'CVE-2016-4975', u'CVE-2011-4317', u'CVE-2017-7668', u'CVE-2013-6438', u'CVE-2012-2687', u'CVE-2011-4415', u'CVE-2012-0031', u'CVE-2019-0708', u'CVE-2009-1890', u'CVE-2009-1891', u'CVE-2013-2249', u'CVE-2010-0434', u'CVE-2010-1452', u'CVE-2013-1896', u'CVE-2017-3167', u'CVE-2012-0053', u'CVE-2012-0883', u'CVE-2017-3169', u'CVE-2007-6750', u'CVE-2011-3639', u'CVE-2011-0419', u'CVE-2014-0231', u'CVE-2013-1862', u'CVE-2014-0098', u'CVE-2009-1195', u'CVE-2011-3192']",TRUE,,,,,
139.199.219.196,vulnerable,CN,TencentCloud,,,,FALSE,,,,,
210.70.9.88,vulnerable,TW,TANET,TW,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
101.200.217.42,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
39.106.60.229,patched,CN,ALISOFT,,,,FALSE,,,,,
75.43.136.178,vulnerable,US,SBC07504313600023060910193720,US,,,FALSE,,,,,
106.54.15.112,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
125.219.44.37,patched,CN,HENU-CN,CN,,,FALSE,,,,,
122.51.142.153,vulnerable,CN,hitiit,CN,,[u'CVE-2019-0708'],TRUE,,,,,
39.105.214.230,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
47.105.205.182,patched,CN,ALISOFT,CN,,,FALSE,,,,,
78.78.98.95,vulnerable,SE,TELIANET,SE,,,FALSE,,,,,
101.91.213.96,patched,CN,CHINANET-SH,,,,FALSE,,,,,
27.128.234.77,vulnerable,CN,CHINANET-HE,,,,FALSE,,,,,
134.175.145.160,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
94.177.185.10,vulnerable,IT,ARUBA-NET,,,,FALSE,,,,,
193.112.75.103,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
87.138.199.118,vulnerable,DE,DTAG-STATIC09,DE,,,FALSE,,,,,
80.255.47.120,offline,GB,UK-INTELSAT-20011221,GB,,,FALSE,,,,,
103.68.8.236,vulnerable,IN,GLOBAL,IN,,[u'CVE-2019-0708'],TRUE,,,,,
174.135.160.234,patched,US,MTA-10,US,,,FALSE,,,,,
137.74.238.216,vulnerable,FR,OVH_115549122,FR,,,FALSE,,,,,
101.91.175.233,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
47.105.43.79,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
101.91.162.160,patched,CN,CHINANET-SH,,,,FALSE,,,,,
91.208.8.193,offline,NO,NO-INKOGNITO-AS,NO,,,FALSE,,,,,
47.92.237.147,patched,CN,ALISOFT,CN,,,FALSE,,,,,
39.98.126.15,patched,CN,Cloud-Sense_DHCP,CN,,"[u'CVE-2011-5000', u'CVE-2017-15906', u'CVE-2014-1692', u'CVE-2010-5107', u'CVE-2016-10708', u'CVE-2010-4478', u'CVE-2016-0777', u'CVE-2011-4327', u'CVE-2010-4755', u'CVE-2012-0814']",FALSE,,,,,
193.170.199.179,offline,AT,ASN-GRAZ,,,,FALSE,,,,,
185.96.21.125,vulnerable,IT,IT-ALFANEWS-20150415,IT,,,FALSE,,,,,
154.8.201.56,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
36.41.189.170,patched,CN,CHINANET-SN,,,,FALSE,,,,,
217.11.178.56,vulnerable,TJ,BABILONNET178,TJ,,[u'CVE-2019-0708'],TRUE,,,,,
47.98.165.85,patched,CN,ALISOFT,,,,FALSE,,,,,
129.28.200.224,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
50.63.163.238,vulnerable,US,GO-DADDY-COM-LLC,US,,,FALSE,,,,,
40.122.116.111,vulnerable,US,MSFT,US,,,FALSE,,,,,
106.52.110.84,offline,CN,TencentCloud,CN,,,FALSE,,,,,
76.219.166.136,vulnerable,US,SBCIS-SBIS-6BLK,US,,,FALSE,,,,,
42.51.206.7,vulnerable,CN,HTU-NET,CN,,"[u'CVE-2016-6291', u'CVE-2016-6290', u'CVE-2016-6292', u'CVE-2016-6295', u'CVE-2016-6294', u'CVE-2016-5766', u'CVE-2016-5767', u'CVE-2016-5768', u'CVE-2016-5769', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2019-9641', u'CVE-2019-9024', u'CVE-2015-8865', u'CVE-2016-7568', u'CVE-2010-1256', u'CVE-2016-4473', u'CVE-2018-10548', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2016-7478', u'CVE-2016-4537', u'CVE-2018-19935', u'CVE-2016-4538', u'CVE-2016-4539', u'CVE-2018-17082', u'CVE-2018-10545', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2010-3972', u'CVE-2013-7456', u'CVE-2019-9637', u'CVE-2015-8994', u'CVE-2017-16642', u'CVE-2018-14883', u'CVE-2016-5773', u'CVE-2016-5772', u'CVE-2016-5771', u'CVE-2016-5770', u'CVE-2010-2730', u'CVE-2010-1899', u'CVE-2016-6289', u'CVE-2018-19395', u'CVE-2019-6977', u'CVE-2016-6296', u'CVE-2018-20783', u'CVE-2016-4073', u'CVE-2016-4072', u'CVE-2016-4071', u'CVE-2016-4070', u'CVE-2016-5093', u'CVE-2016-5096', u'CVE-2016-5094', u'CVE-2016-5095', u'CVE-2016-4543', u'CVE-2016-4542', u'CVE-2016-4541', u'CVE-2016-4540', u'CVE-2018-19518', u'CVE-2016-6297', u'CVE-2016-4544', u'CVE-2016-5399', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2018-15132', u'CVE-2018-10549']",FALSE,,,,,
